Name;m_Name;Vmag;Bmag;B-V;X;Y
1145;a;18.73;19.14; 0.41;  83; 241
1145;b;19.80;20.22; 0.41;  85; 241
1149; ;21.14;21.71; 0.57;  32; 241
1155; ;20.62;21.19; 0.57; 115; 241
1163; ;20.63;21.23; 0.61; 155; 241
1147; ;21.26;21.89; 0.64; -29; 241
1191;a;21.32;22.02; 0.70; 142; 241
1114;a;20.56;21.07; 0.51; -58; 240
1118; ;18.92;19.34; 0.42;-252; 240
1126;a;19.08;19.51; 0.43;-141; 240
1142; ;20.41;21.01; 0.60;-161; 240
1149;a;18.89;19.29; 0.41;  34; 240
1156; ;19.82;20.24; 0.42;-101; 240
1157; ;19.19;19.58; 0.39; -24; 240
1157;a;20.57;21.18; 0.61; -26; 240
1160; ;18.90;19.30; 0.40;  15; 240
1165; ;19.25;19.69; 0.44; -18; 240
1167; ;19.93;20.39; 0.46;   7; 240
1168; ;18.88;19.33; 0.45;  51; 240
1169; ;20.42;20.96; 0.54; 121; 240
1174; ;18.37;18.97; 0.59;  74; 240
1179; ;19.89;20.27; 0.38; 117; 240
1134; ;20.52;21.06; 0.54;-149; 240
1136;a;20.88;21.54; 0.66;  -6; 240
1137;a;21.13;21.72; 0.59;  56; 240
1144; ;20.90;21.51; 0.62;-127; 240
1156;a;21.60;22.34; 0.74; -99; 240
1158; ;21.48;22.13; 0.65; -23; 240
1145;c;19.56;20.02; 0.46;  83; 239
1171; ;19.47;19.91; 0.44; -93; 239
1181; ;20.13;20.57; 0.44; 124; 239
1187; ;18.99;19.31; 0.32;  61; 239
1188; ;20.54;21.09; 0.55;  90; 239
1191; ;20.38;20.87; 0.49; 143; 239
1200; ;19.37;19.80; 0.43; 223; 239
1135; ;20.02;20.56; 0.54;-221; 239
1169;a;20.34;20.91; 0.57; 120; 239
1173; ;20.92;21.61; 0.69;  -7; 239
1177; ;20.23;20.79; 0.55; 134; 239
1188;a;20.83;21.39; 0.56;  91; 239
1195; ;20.78;21.45; 0.66;  12; 239
1197; ;21.08;21.81; 0.72; 180; 239
1206;a;21.48;22.16; 0.68; -16; 239
1232;a;21.42;22.31; 0.90; 151; 239
1167;a;20.13;20.60; 0.47;   5; 238
1173;a;19.76;20.18; 0.41;  -8; 238
1193; ;19.76;20.22; 0.46; -72; 238
1206; ;20.82;21.48; 0.65; -13; 238
1214; ;21.12;21.74; 0.61; 201; 238
1217; ;19.92;20.37; 0.44; 169; 238
1223; ;20.57;21.15; 0.58; 212; 238
1224; ;19.38;19.75; 0.38; 239; 238
1187;a;21.30;21.84; 0.54;  63; 238
1194; ;19.30;19.65; 0.36; -37; 238
1204; ;20.50;21.01; 0.51; -40; 238
1204;a;21.44;22.12; 0.67; -42; 238
1207; ;20.35;20.87; 0.52;  -5; 238
1207;a;21.34;22.06; 0.71;  -4; 238
1212; ;20.87;21.48; 0.62; -52; 238
1215; ;21.25;21.95; 0.69;   2; 238
1228; ;21.31;22.01; 0.70; 106; 238
1184; ;19.05;19.47; 0.42;-212; 237
1192; ;19.91;20.47; 0.56;-217; 237
1193;a;20.60;21.38; 0.78; -72; 237
1214;b;21.07;21.69; 0.62; 199; 237
1221; ;20.43;20.98; 0.55;  42; 237
1227; ;21.00;21.61; 0.61; -28; 237
1231; ;18.88;19.27; 0.38; 139; 237
1232; ;21.29;22.08; 0.79; 151; 237
1236; ;18.84;19.25; 0.41;  68; 237
1185; ;20.99;21.66; 0.67;-205; 237
1221;a;20.50;21.05; 0.54;  43; 237
1201; ;20.58;21.14; 0.56;-244; 236
1203; ;19.26;19.67; 0.41;-190; 236
1203;a;19.46;19.85; 0.39;-192; 236
1214;a;21.26;21.74; 0.48; 202; 236
1218; ;20.09;20.56; 0.47;-126; 236
1226; ;20.20;20.86; 0.66;-152; 236
1234; ;19.38;19.87; 0.49; -44; 236
1239; ;21.14;21.64; 0.50; -91; 236
1245; ;18.88;19.34; 0.46; 253; 236
1248; ;20.20;20.85; 0.64;  -9; 236
1252; ;21.01;21.79; 0.78; 257; 236
1255; ;19.82;20.29; 0.47;  98; 236
1258; ;19.23;19.60; 0.38; 178; 236
1185;a;20.82;21.34; 0.52;-205; 236
1228;a;21.19;21.87; 0.68; 104; 236
1234;a;19.87;20.36; 0.48; -45; 236
1247; ;21.45;22.06; 0.61; -37; 236
1249; ;21.05;21.64; 0.58;  17; 236
1257; ;21.28;22.01; 0.73; 117; 236
1260; ;18.34;18.87; 0.53; 187; 236
1212;a;19.42;19.83; 0.40; -51; 235
1242; ;21.20;21.82; 0.62;-147; 235
1257;a;19.93;20.37; 0.44; 117; 235
1258;a;19.27;19.71; 0.44; 179; 235
1264; ;20.49;21.09; 0.60; -16; 235
1267; ;20.00;20.44; 0.45; 242; 235
1269; ;19.51;19.93; 0.42;  27; 235
1277; ;20.57;21.15; 0.57; 120; 235
1283; ;20.91;21.60; 0.69; 145; 235
1295; ;20.76;21.31; 0.55; 265; 235
1228;b;21.36;22.03; 0.67; 106; 235
1248;b;19.93;20.40; 0.47;  -7; 235
1249;a;18.89;19.37; 0.48;  19; 235
1258;b;20.65;21.23; 0.58; 176; 235
1265; ;20.64;21.18; 0.54;  47; 235
1292; ;20.22;20.76; 0.53; 160; 235
1309; ;20.59;21.26; 0.66;  68; 235
1201;a;20.91;21.39; 0.48;-243; 234
1239;a;20.03;20.46; 0.43; -91; 234
1262; ;20.35;20.89; 0.54;-112; 234
1289; ;18.73;19.16; 0.43; -71; 234
1295;a;21.07;21.70; 0.63; 263; 234
1300; ;19.99;20.44; 0.45;  77; 234
1301;a;19.48;19.90; 0.42; 158; 234
1304; ;20.57;20.99; 0.42;   3; 234
1305; ;19.13;19.55; 0.42;  84; 234
1311; ;20.26;20.70; 0.44; 123; 234
1311;a;20.89;21.55; 0.67; 122; 234
1318; ;20.95;21.53; 0.59; 214; 234
1212;b;21.46;22.24; 0.78; -52; 234
1242;a;21.34;21.92; 0.58;-146; 234
1253; ;21.42;22.15; 0.73;-173; 234
1298; ;21.04;21.77; 0.73;  16; 234
1301; ;20.61;21.11; 0.51; 156; 234
1309;a;20.46;20.96; 0.50;  66; 234
1269;a;19.19;19.59; 0.40;  26; 233
1279; ;19.69;20.14; 0.46;-105; 233
1288; ;20.20;20.91; 0.71;-121; 233
1288;a;19.88;20.30; 0.43;-122; 233
1335; ;20.12;20.60; 0.48; 109; 233
1248;c;20.21;20.70; 0.49;  -5; 233
1287; ;20.89;21.42; 0.53;-160; 233
1327; ;20.71;21.36; 0.65; 151; 233
1328; ;21.36;22.07; 0.72; 194; 233
1284; ;19.51;19.94; 0.42;-230; 232
1285; ;20.28;20.79; 0.50;-208; 232
1296; ;19.64;20.09; 0.45;-211; 232
1304;b;18.98;19.43; 0.46;   5; 232
1309;b;19.81;20.23; 0.43;  65; 232
1318;a;20.41;20.95; 0.54; 215; 232
1325; ;19.95;20.43; 0.47; -78; 232
1326; ;18.15;18.67; 0.52; -21; 232
1332; ;20.96;21.66; 0.70; -12; 232
1349; ;21.09;21.72; 0.62; 129; 232
1350; ;20.40;21.07; 0.67; 173; 232
1351; ;20.87;21.65; 0.77; 266; 232
1355; ;21.29;21.99; 0.70; 241; 232
1285;a;21.20;21.78; 0.58;-206; 232
1299;a;20.95;21.54; 0.58;  29; 232
1304;c;20.37;20.99; 0.62;   6; 232
1325;a;21.37;22.13; 0.76; -75; 232
1331; ;21.13;21.75; 0.62; -60; 232
1334; ;20.18;20.71; 0.54;  13; 232
1340; ;21.51;22.15; 0.64;  46; 232
1304;a;20.90;21.62; 0.72;   3; 231
1322; ;20.26;20.81; 0.55;-178; 231
1330; ;20.53;21.09; 0.55;-193; 231
1340;b;21.03;21.59; 0.56;  45; 231
1343; ;19.68;20.16; 0.48;-126; 231
1350;b;21.04;21.63; 0.59; 171; 231
1353; ;20.11;20.59; 0.48; -47; 231
1369; ;19.37;19.76; 0.39;  -5; 231
1373; ;20.26;20.76; 0.50; 182; 231
1375; ;19.30;19.74; 0.44; 156; 231
1377; ;20.00;20.45; 0.46;  74; 231
1309;c;20.92;21.58; 0.66;  67; 231
1318;b;20.36;20.98; 0.61; 213; 231
1319; ;21.03;21.56; 0.54;-221; 231
1321; ;21.21;21.89; 0.67;-227; 231
1321;a;21.67;22.36; 0.69;-225; 231
1331;a;20.95;21.65; 0.70; -62; 231
1336; ;21.44;22.13; 0.70;-160; 231
1340;a;21.61;22.27; 0.66;  47; 231
1354; ;20.37;20.91; 0.54; -16; 231
1372; ;21.40;22.05; 0.65; 117; 231
1324; ;18.54;18.99; 0.45;-260; 230
1329; ;20.08;20.56; 0.48;-254; 230
1342; ;18.49;19.01; 0.51;-173; 230
1349;a;19.68;20.12; 0.44; 127; 230
1352; ;18.67;19.12; 0.45;-157; 230
1355;a;20.54;21.10; 0.56; 240; 230
1356; ;20.08;20.57; 0.49;-143; 230
1362; ;21.36;21.99; 0.63; -80; 230
1365; ;20.43;20.93; 0.50;-152; 230
1367; ;19.25;19.66; 0.41; -35; 230
1381; ;20.27;20.85; 0.58;  83; 230
1384; ;19.71;20.15; 0.44; 149; 230
1384;a;19.57;19.99; 0.42; 150; 230
1389; ;20.27;20.74; 0.47; 141; 230
1396; ;17.90;18.11; 0.21; 203; 230
1377;a;20.83;21.55; 0.72;  71; 230
1380; ;21.35;22.08; 0.73;  30; 230
1386; ;20.75;21.41; 0.66; 179; 230
1361; ;19.62;20.04; 0.42;-216; 229
1374; ;18.53;18.95; 0.42;-182; 229
1380;a;20.92;21.57; 0.65;  30; 229
1395;b;19.27;19.71; 0.44; 198; 229
1399; ;20.84;21.44; 0.59; 168; 229
1404; ;20.95;21.41; 0.46; -49; 229
1406; ;20.58;21.09; 0.52;  36; 229
1411; ;20.15;20.66; 0.50;  87; 229
1412; ;19.29;19.71; 0.43; 112; 229
1421; ;20.07;20.60; 0.53; 187; 229
1422; ;21.32;21.90; 0.58; 213; 229
1349;b;20.68;21.32; 0.64; 126; 229
1374;a;19.71;20.10; 0.39;-184; 228
1391; ;19.39;19.93; 0.54;-220; 228
1399;a;20.43;20.99; 0.55; 165; 228
1403; ;18.72;19.15; 0.43; -64; 228
1408; ;20.74;21.32; 0.59;-141; 228
1426; ;21.26;22.01; 0.75;  -8; 228
1431; ;21.22;21.73; 0.51; -20; 228
1434; ;19.33;19.79; 0.46;  20; 228
1436; ;20.75;21.44; 0.68; 106; 228
1387; ;21.16;21.74; 0.57;-191; 228
1401; ;21.02;21.61; 0.59;-166; 228
1435; ;21.21;21.80; 0.59;  49; 228
1440; ;21.13;21.72; 0.59;  67; 228
1390; ;19.57;20.01; 0.44;-236; 227
1417; ;18.24;18.79; 0.55;-217; 227
1423; ;20.10;20.59; 0.49;-151; 227
1424; ;20.74;21.26; 0.53; -86; 227
1435;b;19.82;20.18; 0.36;  52; 227
1438; ;20.22;20.81; 0.60; -97; 227
1446; ;20.98;21.62; 0.64;  81; 227
1447; ;20.19;20.67; 0.48;  84; 227
1450; ;20.32;20.79; 0.47; 131; 227
1454; ;19.87;20.38; 0.51;  90; 227
1387;a;21.41;21.99; 0.58;-191; 227
1445; ;20.64;21.26; 0.62; -29; 227
1455; ;20.90;21.54; 0.64;  96; 227
1414; ;19.38;19.82; 0.44;-263; 226
1421;a;19.52;19.97; 0.45; 187; 226
1430; ;19.08;19.44; 0.36;-173; 226
1433; ;19.99;20.48; 0.50;-208; 226
1435;a;19.84;20.39; 0.55;  50; 226
1438;a;20.60;21.18; 0.58; -95; 226
1444; ;20.86;21.43; 0.57; -57; 226
1462; ;18.39;18.98; 0.59; 145; 226
1465; ;18.45;19.00; 0.55; 110; 226
1473; ;19.56;19.98; 0.42; 126; 226
1391;a;17.97;18.60; 0.64;-219; 226
1390;a;20.95;21.59; 0.65;-235; 226
1424;a;21.40;22.12; 0.72; -84; 226
1426;a;21.55;22.16; 0.61;  -7; 226
1430;a;19.32;19.85; 0.52;-172; 225
1437; ;20.30;20.84; 0.54;-243; 225
1459; ;19.62;20.07; 0.45; -34; 225
1459;a;19.82;20.29; 0.46; -33; 225
1464; ;20.13;20.62; 0.48; -72; 225
1470; ;19.13;19.56; 0.44; -67; 225
1481; ;20.34;20.91; 0.56; 268; 225
1445;a;20.71;21.27; 0.56; -28; 225
1447;a;20.44;21.06; 0.62;  83; 225
1477;a;21.87;22.59; 0.72;-183; 225
1451; ;19.93;20.42; 0.50;-272; 224
1454;a;20.16;20.64; 0.48;  92; 224
1505; ;18.33;18.94; 0.61;  77; 224
1510; ;19.37;19.77; 0.40;  28; 224
1511; ;19.17;19.58; 0.41;  62; 224
1516; ;19.58;19.95; 0.37; 230; 224
1467;a;20.93;21.42; 0.48;-223; 224
1491; ;20.38;20.86; 0.48; -51; 224
1504; ;21.01;21.64; 0.64;  25; 224
1520;a;21.54;22.12; 0.58; -43; 224
1466; ;18.97;19.43; 0.46;-264; 223
1467; ;20.07;20.51; 0.44;-224; 223
1496; ;18.20;18.83; 0.63;-161; 223
1497; ;21.12;21.68; 0.56;-110; 223
1498; ;21.03;21.68; 0.65; -47; 223
1503; ;20.93;21.56; 0.63; -57; 223
1509; ;20.24;20.80; 0.56; -88; 223
1512; ;19.24;19.68; 0.44;  17; 223
1521; ;20.10;20.62; 0.51; 135; 223
1526; ;21.04;21.58; 0.55; 215; 223
1530; ;20.73;21.24; 0.51;  32; 223
1542; ;20.10;20.69; 0.59; 189; 223
1477; ;20.47;21.03; 0.56;-181; 223
1491;a;21.37;22.02; 0.65; -49; 223
1522; ;18.59;19.03; 0.44; 204; 223
1561;a;21.57;22.32; 0.75; -52; 223
1466;a;19.06;19.46; 0.40;-263; 222
1502; ;20.62;21.22; 0.60;-208; 222
1512;a;18.54;19.03; 0.49;  18; 222
1515;a;18.94;19.39; 0.45; 124; 222
1515;b;20.72;21.22; 0.50; 123; 222
1517; ;18.56;19.02; 0.46;-163; 222
1518; ;20.31;20.83; 0.52; -93; 222
1519; ;18.33;18.63; 0.30; -82; 222
1520; ;21.03;21.73; 0.70; -43; 222
1524; ;19.83;20.28; 0.45; -95; 222
1528; ;19.30;19.77; 0.47; -20; 222
1529; ;21.20;21.95; 0.75; -13; 222
1529;a;20.30;20.66; 0.36; -15; 222
1530;a;20.79;21.55; 0.76;  31; 222
1534; ;20.69;21.28; 0.59;  39; 222
1537; ;20.60;21.17; 0.57; -25; 222
1539; ;19.18;19.62; 0.43;  -1; 222
1549; ;20.42;20.92; 0.50; 100; 222
1550; ;20.61;21.10; 0.49; 185; 222
1551; ;20.49;21.02; 0.53; 232; 222
1554; ;19.05;19.44; 0.39; 105; 222
1502;a;21.08;21.64; 0.57;-210; 222
1534;a;21.64;22.36; 0.72;  42; 222
1537;b;22.19;22.94; 0.75; -23; 222
1541; ;21.49;22.25; 0.75; 172; 222
1560;b;21.48;22.25; 0.77; -67; 222
1532; ;18.41;18.99; 0.58;-203; 221
1537;a;20.45;20.99; 0.54; -26; 221
1545; ;20.29;20.84; 0.55;-146; 221
1551;a;20.21;20.74; 0.53; 231; 221
1560; ;19.10;19.49; 0.39; -68; 221
1576; ;20.30;20.80; 0.51; 265; 221
1524;a;21.09;21.73; 0.64; -96; 221
1529;b;20.86;21.45; 0.59; -15; 221
1561; ;21.03;21.73; 0.70; -52; 221
1575; ;21.35;21.99; 0.64; 139; 221
1523; ;18.66;19.09; 0.43;-257; 220
1524;b;20.25;20.76; 0.51; -96; 220
1527; ;20.54;21.10; 0.56;-248; 220
1536; ;19.96;20.47; 0.51;-266; 220
1546; ;20.34;20.92; 0.58;-216; 220
1549;a;20.51;20.97; 0.46;  98; 220
1558; ;19.88;20.35; 0.47;-110; 220
1566; ;18.95;19.34; 0.39;-126; 220
1568; ;19.56;19.98; 0.43; -48; 220
1573; ;18.84;19.24; 0.40;-113; 220
1579; ;20.31;20.88; 0.57; -32; 220
1581; ;19.35;19.75; 0.40; 108; 220
1582; ;18.53;19.05; 0.52; 114; 220
1589; ;20.80;21.37; 0.58; 159; 220
1590; ;18.80;19.23; 0.43; 193; 220
1598; ;20.10;20.59; 0.49; 130; 220
1574; ;20.77;21.40; 0.63;  25; 220
1586; ;19.71;20.13; 0.42;  76; 220
1591; ;20.57;21.13; 0.55; 197; 220
1591;a;21.58;22.36; 0.77; 198; 220
1543; ;19.40;19.82; 0.42;-275; 219
1557; ;18.72;19.16; 0.45;-237; 219
1571; ;20.25;20.77; 0.52;-186; 219
1589;a;19.74;20.15; 0.40; 157; 219
1600; ;20.37;20.83; 0.46; 135; 219
1613; ;21.27;21.74; 0.46;  79; 219
1614; ;18.94;19.35; 0.41; 105; 219
1560;a;20.72;21.26; 0.54; -70; 219
1568;b;20.78;21.35; 0.58; -46; 219
1572; ;21.48;21.78; 0.30;-158; 219
1601;a;21.58;22.37; 0.79;  -3; 219
1568;a;19.98;20.55; 0.57; -47; 218
1584; ;20.82;21.42; 0.59;-244; 218
1599; ;19.05;19.41; 0.37; -76; 218
1608;a;21.02;21.65; 0.63; -53; 218
1617; ;18.48;18.99; 0.51; -58; 218
1619; ;19.78;20.23; 0.45;  20; 218
1629; ;19.41;19.82; 0.41;  42; 218
1565; ;20.40;20.87; 0.47;-253; 218
1592; ;21.35;21.94; 0.59;-224; 218
1608; ;20.63;21.16; 0.53; -55; 218
1605; ;21.22;21.82; 0.60;-197; 217
1613;a;20.04;20.48; 0.44;  78; 217
1616; ;19.36;19.76; 0.40;-180; 217
1624; ;18.94;19.34; 0.41;-120; 217
1644; ;19.25;19.66; 0.41;  27; 217
1645; ;19.78;20.23; 0.45;  98; 217
1647; ;20.41;20.94; 0.53; 125; 217
1648; ;19.77;20.24; 0.47; 141; 217
1657; ;20.90;21.46; 0.56; 226; 217
1661; ;20.55;21.26; 0.71; 151; 217
1606; ;20.63;21.09; 0.46;-164; 217
1607; ;21.10;21.81; 0.71;-149; 217
1628; ;21.23;21.94; 0.71; -84; 217
1631; ;21.02;21.62; 0.60; -64; 217
1643; ;20.99;21.60; 0.61;  -2; 217
1607;a;19.46;19.91; 0.46;-150; 216
1615; ;19.66;20.11; 0.45;-264; 216
1625;b;19.87;20.35; 0.49;   3; 216
1630; ;18.74;19.17; 0.43;-166; 216
1631;a;20.84;21.42; 0.58; -65; 216
1631;c;20.77;21.21; 0.44; -63; 216
1634; ;18.99;19.40; 0.41;-185; 216
1635; ;19.80;20.28; 0.48;-141; 216
1647;a;20.24;20.68; 0.44; 126; 216
1650; ;19.21;19.60; 0.39; -93; 216
1665; ;20.96;21.52; 0.55;  36; 216
1672; ;20.72;21.24; 0.52; 246; 216
1673; ;19.78;20.16; 0.39;  89; 216
1604; ;17.84;18.56; 0.72;-255; 216
1632;a;19.42;19.80; 0.38;  32; 216
1649; ;20.88;21.55; 0.67;-133; 216
1660; ;21.25;21.87; 0.62;  94; 216
1674; ;20.94;21.47; 0.53; 131; 216
1675; ;20.23;20.73; 0.50; 174; 216
1680; ;20.82;21.34; 0.52; 243; 216
1631;b;19.49;19.99; 0.50; -63; 215
1643;a;21.23;21.65; 0.42;  -2; 215
1653; ;20.54;21.09; 0.55;-160; 215
1654; ;20.32;20.82; 0.50;-113; 215
1655; ;19.64;20.08; 0.45; -97; 215
1664; ;18.88;19.37; 0.49;-126; 215
1668; ;20.73;21.42; 0.69; -43; 215
1672;a;19.53;20.00; 0.47; 248; 215
1682; ;20.95;21.54; 0.59; -76; 215
1684; ;19.60;20.02; 0.42;  23; 215
1685; ;19.84;20.29; 0.45; 113; 215
1697; ;18.36;18.95; 0.59; 138; 215
1665;a;21.62;22.40; 0.78;  37; 215
1690; ;20.93;21.51; 0.58;  80; 215
1692; ;20.90;21.46; 0.56; 264; 215
1702; ;21.04;21.70; 0.66; 104; 215
1666; ;20.09;20.64; 0.55;-182; 214
1685;a;18.93;19.34; 0.42; 116; 214
1694; ;19.74;20.18; 0.44; -19; 214
1711; ;20.56;21.04; 0.48; 227; 214
1712; ;20.28;20.90; 0.61; 278; 214
1722; ;19.74;20.13; 0.38;  78; 214
1724; ;19.43;19.92; 0.50; 274; 214
1677; ;20.72;21.17; 0.46;-131; 214
1689; ;20.77;21.34; 0.57; -36; 214
1689;a;18.66;19.17; 0.50; -34; 214
1701; ;21.08;21.68; 0.60;  50; 214
1704; ;21.61;22.27; 0.66; -52; 214
1706; ;20.34;20.87; 0.52;  96; 214
1714;a;21.56;22.35; 0.80;   1; 214
1715; ;21.58;22.24; 0.66;  93; 214
1720;a;21.38;22.15; 0.77; -50; 214
1721; ;21.32;22.04; 0.72;  71; 214
1765; ;20.57;21.12; 0.56; 138; 214
1655;a;19.47;19.91; 0.45; -98; 213
1676; ;19.16;19.57; 0.42;-211; 213
1681; ;20.44;20.92; 0.48;-202; 213
1685;b;20.48;21.04; 0.56; 112; 213
1729; ;18.92;19.33; 0.41;  64; 213
1729;a;18.91;19.22; 0.31;  62; 213
1734; ;18.80;19.25; 0.45;  -8; 213
1737;b;20.85;21.40; 0.55; 131; 213
1738; ;20.54;21.10; 0.56; 145; 213
1738;b;20.79;21.25; 0.46; 147; 213
1744; ;20.12;20.56; 0.44; 200; 213
1768; ;20.80;21.37; 0.57; 208; 213
1655;b;20.76;21.33; 0.57; -97; 213
1701;a;21.53;22.25; 0.72;  49; 213
1708; ;21.06;21.77; 0.71; -88; 213
1718; ;21.17;21.83; 0.66;-101; 213
1720; ;20.67;21.22; 0.55; -50; 213
1726;a;20.82;21.47; 0.65; -61; 213
1726;b;20.92;21.57; 0.65; -60; 213
1733; ;21.06;21.70; 0.64; -57; 213
1737; ;20.95;21.60; 0.65; 133; 213
1742; ;20.65;21.20; 0.56;   2; 213
1758; ;20.92;21.47; 0.54; 130; 213
1702;a;20.29;20.86; 0.58; 105; 212
1703; ;19.76;20.18; 0.41;-230; 212
1713; ;20.39;20.87; 0.48;-156; 212
1725; ;20.11;20.59; 0.47;-125; 212
1732; ;20.59;21.16; 0.57;-142; 212
1740;a;18.70;19.17; 0.47; -86; 212
1746; ;18.58;19.02; 0.44; -91; 212
1752; ;20.31;20.97; 0.66; -30; 212
1761; ;19.79;20.27; 0.48;  41; 212
1770; ;19.40;19.79; 0.40; -64; 212
1771; ;19.24;19.64; 0.39;  22; 212
1772; ;18.99;19.44; 0.45;  53; 212
1779; ;20.58;21.12; 0.54; 110; 212
1782; ;20.22;20.73; 0.51;  36; 212
1784; ;20.50;21.02; 0.52; 186; 212
1790; ;20.47;21.10; 0.62; 204; 212
1696;a;19.90;20.39; 0.49;  16; 212
1737;a;20.46;21.08; 0.62; 133; 212
1738;a;20.65;21.33; 0.68; 145; 212
1739; ;21.23;21.79; 0.56;-109; 212
1739;a;21.63;22.35; 0.72;-107; 212
1740; ;21.35;22.04; 0.69; -84; 212
1741; ;20.69;21.24; 0.55; -78; 212
1751; ;21.46;21.99; 0.53; -40; 212
1755; ;20.96;21.56; 0.60;  31; 212
1762; ;21.05;21.71; 0.66;  67; 212
1773; ;20.83;21.46; 0.62; 179; 212
1788;a;20.77;21.31; 0.54;  78; 212
1742;b;18.55;18.99; 0.44;   3; 211
1745; ;21.16;21.64; 0.49;-220; 211
1746;a;19.01;19.38; 0.37; -93; 211
1752;a;19.57;20.10; 0.53; -31; 211
1761;a;18.81;19.23; 0.42;  41; 211
1776; ;19.58;20.00; 0.42; -73; 211
1784;a;20.19;20.65; 0.46; 188; 211
1785; ;20.58;21.32; 0.74; -12; 211
1788; ;19.07;19.48; 0.41;  76; 211
1796; ;19.73;20.15; 0.42;  27; 211
1800; ;19.11;19.51; 0.40; 176; 211
1802; ;20.18;20.63; 0.45; 230; 211
1806;d;20.07;20.52; 0.45;  12; 211
1809; ;20.30;20.87; 0.57;  71; 211
1814; ;21.43;22.05; 0.62; 224; 211
1815; ;20.33;20.92; 0.59; 261; 211
1776;a;21.64;22.46; 0.81; -75; 211
1793; ;21.34;22.01; 0.67; -16; 211
1801; ;20.97;21.47; 0.49; 222; 211
1806; ;20.83;21.48; 0.66;   6; 211
1741;a;20.15;20.60; 0.44; -79; 210
1775; ;19.47;19.96; 0.48;-240; 210
1806;a;19.84;20.42; 0.57;   7; 210
1806;c;18.62;19.10; 0.48;  10; 210
1751;a;19.75;20.18; 0.43; -40; 210
1793;a;21.42;22.19; 0.77; -15; 210
1805; ;21.34;21.92; 0.58; -37; 210
1816; ;19.73;20.25; 0.52; -52; 210
1825; ;19.90;20.34; 0.44; 100; 210
1831;a;20.86;21.53; 0.67; 112; 210
1769; ;18.60;19.04; 0.44;-271; 209
1774; ;19.60;20.08; 0.48;-283; 209
1809;b;19.60;20.10; 0.50;  70; 209
1810; ;19.79;20.36; 0.57;-165; 209
1811; ;19.00;19.41; 0.41; -97; 209
1814;a;20.44;21.01; 0.56; 226; 209
1816;a;20.49;21.09; 0.60; -51; 209
1838; ;19.72;20.21; 0.49; 284; 209
1853; ;19.80;20.33; 0.53;  34; 209
1857; ;20.57;21.09; 0.51; 144; 209
1859; ;20.81;21.43; 0.62; 234; 209
1865; ;20.65;21.15; 0.50; 174; 209
1752;b;21.24;21.90; 0.66; -29; 209
1784;b;20.72;21.27; 0.55; 186; 209
1803; ;20.41;20.80; 0.40;-174; 209
1806;b;18.38;18.90; 0.53;   9; 209
1846; ;20.01;20.51; 0.50;  62; 209
1852; ;21.48;22.03; 0.55;  22; 209
1854; ;20.19;20.76; 0.57;  45; 209
1860; ;21.38;22.05; 0.67; 248; 209
1864; ;21.01;21.52; 0.51;  96; 209
1867; ;21.71;22.26; 0.56; 218; 209
1872; ;20.59;21.06; 0.47; 168; 209
1803;b;20.47;21.05; 0.59;-179; 208
1811;a;19.52;19.90; 0.39;-100; 208
1828; ;21.48;22.20; 0.72;-201; 208
1833; ;18.54;19.01; 0.47;-127; 208
1834; ;21.12;21.73; 0.61;-104; 208
1836; ;20.60;21.12; 0.52; -77; 208
1854;a;19.96;20.77; 0.81;  44; 208
1861; ;19.82;20.22; 0.41; -87; 208
1869; ;20.11;20.60; 0.49; -74; 208
1870; ;19.55;20.03; 0.48;  -4; 208
1872;a;20.47;21.11; 0.64; 166; 208
1879; ;19.87;20.34; 0.47; 123; 208
1904; ;20.18;20.67; 0.49; 203; 208
1774;a;20.66;21.23; 0.57;-280; 208
1843; ;21.00;21.55; 0.55; -46; 208
1851; ;20.99;21.53; 0.54;-108; 208
1871; ;21.02;21.68; 0.66;  18; 208
1880; ;19.86;20.43; 0.57; 161; 208
1822; ;20.05;20.53; 0.48;-286; 207
1841;a;19.69;20.19; 0.50; -93; 207
1843;b;18.72;19.37; 0.65; -44; 207
1849; ;20.76;21.51; 0.75;-225; 207
1851;a;21.37;22.26; 0.89;-107; 207
1853;a;19.23;19.60; 0.37;  34; 207
1853;b;20.23;20.92; 0.69;  36; 207
1879;a;19.01;19.41; 0.40; 122; 207
1895; ;18.27;18.78; 0.52; -35; 207
1898; ;19.67;20.09; 0.42;  91; 207
1903;a;18.97;19.33; 0.37; 193; 207
1906; ;18.55;19.03; 0.48;   1; 207
1907; ;20.13;20.57; 0.43;   6; 207
1920; ;19.68;20.12; 0.43; 258; 207
1948; ;19.10;19.83; 0.73; 103; 207
1827; ;21.22;21.90; 0.68;-218; 207
1861;a;20.21;20.70; 0.50; -88; 207
1871;a;21.88;22.67; 0.79;  18; 207
1880;a;20.41;21.01; 0.61; 162; 207
1885; ;20.48;20.98; 0.50; -98; 207
1901; ;19.70;20.19; 0.49; 153; 207
1903; ;19.58;20.02; 0.44; 195; 207
1915; ;20.00;20.42; 0.42; 265; 207
1873; ;19.19;19.61; 0.42;-214; 206
1881; ;21.21;21.78; 0.58;-146; 206
1903;b;19.83;20.38; 0.55; 193; 206
1906;b;20.87;21.53; 0.66;   0; 206
1911; ;20.35;20.85; 0.50; -80; 206
1914;a;19.38;19.79; 0.41;  85; 206
1929; ;18.73;19.14; 0.41; 116; 206
